adulterant,food_category,pair_count,chem_count,cat_count
Yellowtail Amberjack,Animal Feed Products,0,8,27
Yellowtail Amberjack,Coffee and Tea,0,8,27
Yellowtail Amberjack,Eggs,0,8,17
Yellowtail Amberjack,Food Ingredients,0,8,15
Yellowtail Amberjack,"Other Beverages, Other Foods",0,8,11
Yellowtail Amberjack,"Meat Products, Produce and Legumes",0,8,9
Yellowtail Amberjack,"Dairy Products, Other Beverages",0,8,6
Yellowtail Amberjack,"Dairy Products, Meat Products",0,8,4
Yellowtail Amberjack,"Dairy Products, Other Foods",0,8,4
Yellowtail Amberjack,"Oils and Fats, Spices and Extracts",0,8,4
Yellowtail Amberjack,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,8,1
copper cholorphyllin,Oils and Fats,7,7,120
copper cholorphyllin,Fish and Seafood Products,0,7,502
copper cholorphyllin,Meat Products,0,7,322
copper cholorphyllin,"Grains and Grain Products, Produce and Legumes",0,7,255
copper cholorphyllin,Dairy Products,0,7,235
copper cholorphyllin,Spices and Extracts,0,7,134
copper cholorphyllin,Other Foods,0,7,133
copper cholorphyllin,Alcoholic Beverages,0,7,115
copper cholorphyllin,Honey and Other Natural Sweeteners,0,7,86
copper cholorphyllin,Grains and Grain Products,0,7,61
copper cholorphyllin,Produce and Legumes,0,7,41
copper cholorphyllin,Other Beverages,0,7,31
copper cholorphyllin,Fruit Juices and Concentrates,0,7,29
copper cholorphyllin,Animal Feed Products,0,7,27
copper cholorphyllin,Coffee and Tea,0,7,27
copper cholorphyllin,Eggs,0,7,17
copper cholorphyllin,Food Ingredients,0,7,15
copper cholorphyllin,"Other Beverages, Other Foods",0,7,11
copper cholorphyllin,"Meat Products, Produce and Legumes",0,7,9
copper cholorphyllin,"Dairy Products, Other Beverages",0,7,6
copper cholorphyllin,"Dairy Products, Meat Products",0,7,4
copper cholorphyllin,"Dairy Products, Other Foods",0,7,4
copper cholorphyllin,"Oils and Fats, Spices and Extracts",0,7,4
copper cholorphyllin,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
coriander,Spices and Extracts,7,7,134
coriander,Fish and Seafood Products,0,7,502
coriander,Meat Products,0,7,322
coriander,"Grains and Grain Products, Produce and Legumes",0,7,255
coriander,Dairy Products,0,7,235
coriander,Other Foods,0,7,133
coriander,Oils and Fats,0,7,120
coriander,Alcoholic Beverages,0,7,115
coriander,Honey and Other Natural Sweeteners,0,7,86
coriander,Grains and Grain Products,0,7,61
coriander,Produce and Legumes,0,7,41
coriander,Other Beverages,0,7,31
coriander,Fruit Juices and Concentrates,0,7,29
coriander,Animal Feed Products,0,7,27
coriander,Coffee and Tea,0,7,27
coriander,Eggs,0,7,17
coriander,Food Ingredients,0,7,15
coriander,"Other Beverages, Other Foods",0,7,11
coriander,"Meat Products, Produce and Legumes",0,7,9
coriander,"Dairy Products, Other Beverages",0,7,6
coriander,"Dairy Products, Meat Products",0,7,4
coriander,"Dairy Products, Other Foods",0,7,4
coriander,"Oils and Fats, Spices and Extracts",0,7,4
coriander,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
corn,Spices and Extracts,7,7,134
corn,Fish and Seafood Products,0,7,502
corn,Meat Products,0,7,322
corn,"Grains and Grain Products, Produce and Legumes",0,7,255
corn,Dairy Products,0,7,235
corn,Other Foods,0,7,133
corn,Oils and Fats,0,7,120
corn,Alcoholic Beverages,0,7,115
corn,Honey and Other Natural Sweeteners,0,7,86
corn,Grains and Grain Products,0,7,61
corn,Produce and Legumes,0,7,41
corn,Other Beverages,0,7,31
corn,Fruit Juices and Concentrates,0,7,29
corn,Animal Feed Products,0,7,27
corn,Coffee and Tea,0,7,27
corn,Eggs,0,7,17
corn,Food Ingredients,0,7,15
corn,"Other Beverages, Other Foods",0,7,11
corn,"Meat Products, Produce and Legumes",0,7,9
corn,"Dairy Products, Other Beverages",0,7,6
corn,"Dairy Products, Meat Products",0,7,4
corn,"Dairy Products, Other Foods",0,7,4
corn,"Oils and Fats, Spices and Extracts",0,7,4
corn,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
Crimson Snapper,Fish and Seafood Products,7,7,502
Crimson Snapper,Meat Products,0,7,322
Crimson Snapper,"Grains and Grain Products, Produce and Legumes",0,7,255
Crimson Snapper,Dairy Products,0,7,235
Crimson Snapper,Spices and Extracts,0,7,134
Crimson Snapper,Other Foods,0,7,133
Crimson Snapper,Oils and Fats,0,7,120
Crimson Snapper,Alcoholic Beverages,0,7,115
Crimson Snapper,Honey and Other Natural Sweeteners,0,7,86
Crimson Snapper,Grains and Grain Products,0,7,61
Crimson Snapper,Produce and Legumes,0,7,41
Crimson Snapper,Other Beverages,0,7,31
Crimson Snapper,Fruit Juices and Concentrates,0,7,29
Crimson Snapper,Animal Feed Products,0,7,27
Crimson Snapper,Coffee and Tea,0,7,27
Crimson Snapper,Eggs,0,7,17
Crimson Snapper,Food Ingredients,0,7,15
Crimson Snapper,"Other Beverages, Other Foods",0,7,11
Crimson Snapper,"Meat Products, Produce and Legumes",0,7,9
Crimson Snapper,"Dairy Products, Other Beverages",0,7,6
Crimson Snapper,"Dairy Products, Meat Products",0,7,4
Crimson Snapper,"Dairy Products, Other Foods",0,7,4
Crimson Snapper,"Oils and Fats, Spices and Extracts",0,7,4
Crimson Snapper,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
crushed insects,Spices and Extracts,7,7,134
crushed insects,Fish and Seafood Products,0,7,502
crushed insects,Meat Products,0,7,322
crushed insects,"Grains and Grain Products, Produce and Legumes",0,7,255
crushed insects,Dairy Products,0,7,235
crushed insects,Other Foods,0,7,133
crushed insects,Oils and Fats,0,7,120
crushed insects,Alcoholic Beverages,0,7,115
crushed insects,Honey and Other Natural Sweeteners,0,7,86
crushed insects,Grains and Grain Products,0,7,61
crushed insects,Produce and Legumes,0,7,41
crushed insects,Other Beverages,0,7,31
crushed insects,Fruit Juices and Concentrates,0,7,29
crushed insects,Animal Feed Products,0,7,27
crushed insects,Coffee and Tea,0,7,27
crushed insects,Eggs,0,7,17
crushed insects,Food Ingredients,0,7,15
crushed insects,"Other Beverages, Other Foods",0,7,11
crushed insects,"Meat Products, Produce and Legumes",0,7,9
crushed insects,"Dairy Products, Other Beverages",0,7,6
crushed insects,"Dairy Products, Meat Products",0,7,4
crushed insects,"Dairy Products, Other Foods",0,7,4
crushed insects,"Oils and Fats, Spices and Extracts",0,7,4
crushed insects,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
Emperor Snapper,Fish and Seafood Products,7,7,502
Emperor Snapper,Meat Products,0,7,322
Emperor Snapper,"Grains and Grain Products, Produce and Legumes",0,7,255
Emperor Snapper,Dairy Products,0,7,235
Emperor Snapper,Spices and Extracts,0,7,134
Emperor Snapper,Other Foods,0,7,133
Emperor Snapper,Oils and Fats,0,7,120
Emperor Snapper,Alcoholic Beverages,0,7,115
Emperor Snapper,Honey and Other Natural Sweeteners,0,7,86
Emperor Snapper,Grains and Grain Products,0,7,61
Emperor Snapper,Produce and Legumes,0,7,41
Emperor Snapper,Other Beverages,0,7,31
Emperor Snapper,Fruit Juices and Concentrates,0,7,29
Emperor Snapper,Animal Feed Products,0,7,27
Emperor Snapper,Coffee and Tea,0,7,27
Emperor Snapper,Eggs,0,7,17
Emperor Snapper,Food Ingredients,0,7,15
Emperor Snapper,"Other Beverages, Other Foods",0,7,11
Emperor Snapper,"Meat Products, Produce and Legumes",0,7,9
Emperor Snapper,"Dairy Products, Other Beverages",0,7,6
Emperor Snapper,"Dairy Products, Meat Products",0,7,4
Emperor Snapper,"Dairy Products, Other Foods",0,7,4
Emperor Snapper,"Oils and Fats, Spices and Extracts",0,7,4
Emperor Snapper,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
Fish,Fish and Seafood Products,7,7,502
Fish,Meat Products,0,7,322
Fish,"Grains and Grain Products, Produce and Legumes",0,7,255
Fish,Dairy Products,0,7,235
Fish,Spices and Extracts,0,7,134
Fish,Other Foods,0,7,133
Fish,Oils and Fats,0,7,120
Fish,Alcoholic Beverages,0,7,115
Fish,Honey and Other Natural Sweeteners,0,7,86
Fish,Grains and Grain Products,0,7,61
Fish,Produce and Legumes,0,7,41
Fish,Other Beverages,0,7,31
Fish,Fruit Juices and Concentrates,0,7,29
Fish,Animal Feed Products,0,7,27
Fish,Coffee and Tea,0,7,27
Fish,Eggs,0,7,17
Fish,Food Ingredients,0,7,15
Fish,"Other Beverages, Other Foods",0,7,11
Fish,"Meat Products, Produce and Legumes",0,7,9
Fish,"Dairy Products, Other Beverages",0,7,6
Fish,"Dairy Products, Meat Products",0,7,4
Fish,"Dairy Products, Other Foods",0,7,4
Fish,"Oils and Fats, Spices and Extracts",0,7,4
Fish,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
Haddok,Fish and Seafood Products,7,7,502
Haddok,Meat Products,0,7,322
Haddok,"Grains and Grain Products, Produce and Legumes",0,7,255
Haddok,Dairy Products,0,7,235
Haddok,Spices and Extracts,0,7,134
Haddok,Other Foods,0,7,133
Haddok,Oils and Fats,0,7,120
Haddok,Alcoholic Beverages,0,7,115
Haddok,Honey and Other Natural Sweeteners,0,7,86
Haddok,Grains and Grain Products,0,7,61
Haddok,Produce and Legumes,0,7,41
Haddok,Other Beverages,0,7,31
Haddok,Fruit Juices and Concentrates,0,7,29
Haddok,Animal Feed Products,0,7,27
Haddok,Coffee and Tea,0,7,27
Haddok,Eggs,0,7,17
Haddok,Food Ingredients,0,7,15
Haddok,"Other Beverages, Other Foods",0,7,11
Haddok,"Meat Products, Produce and Legumes",0,7,9
Haddok,"Dairy Products, Other Beverages",0,7,6
Haddok,"Dairy Products, Meat Products",0,7,4
Haddok,"Dairy Products, Other Foods",0,7,4
Haddok,"Oils and Fats, Spices and Extracts",0,7,4
Haddok,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
hydrogen peroxide,Dairy Products,6,7,235
hydrogen peroxide,Fish and Seafood Products,1,7,502
hydrogen peroxide,Meat Products,0,7,322
hydrogen peroxide,"Grains and Grain Products, Produce and Legumes",0,7,255
hydrogen peroxide,Spices and Extracts,0,7,134
hydrogen peroxide,Other Foods,0,7,133
hydrogen peroxide,Oils and Fats,0,7,120
hydrogen peroxide,Alcoholic Beverages,0,7,115
hydrogen peroxide,Honey and Other Natural Sweeteners,0,7,86
hydrogen peroxide,Grains and Grain Products,0,7,61
hydrogen peroxide,Produce and Legumes,0,7,41
hydrogen peroxide,Other Beverages,0,7,31
hydrogen peroxide,Fruit Juices and Concentrates,0,7,29
hydrogen peroxide,Animal Feed Products,0,7,27
hydrogen peroxide,Coffee and Tea,0,7,27
hydrogen peroxide,Eggs,0,7,17
hydrogen peroxide,Food Ingredients,0,7,15
hydrogen peroxide,"Other Beverages, Other Foods",0,7,11
hydrogen peroxide,"Meat Products, Produce and Legumes",0,7,9
hydrogen peroxide,"Dairy Products, Other Beverages",0,7,6
hydrogen peroxide,"Dairy Products, Meat Products",0,7,4
hydrogen peroxide,"Dairy Products, Other Foods",0,7,4
hydrogen peroxide,"Oils and Fats, Spices and Extracts",0,7,4
hydrogen peroxide,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
Malabar Snapper,Fish and Seafood Products,7,7,502
Malabar Snapper,Meat Products,0,7,322
Malabar Snapper,"Grains and Grain Products, Produce and Legumes",0,7,255
Malabar Snapper,Dairy Products,0,7,235
Malabar Snapper,Spices and Extracts,0,7,134
Malabar Snapper,Other Foods,0,7,133
Malabar Snapper,Oils and Fats,0,7,120
Malabar Snapper,Alcoholic Beverages,0,7,115
Malabar Snapper,Honey and Other Natural Sweeteners,0,7,86
Malabar Snapper,Grains and Grain Products,0,7,61
Malabar Snapper,Produce and Legumes,0,7,41
Malabar Snapper,Other Beverages,0,7,31
Malabar Snapper,Fruit Juices and Concentrates,0,7,29
Malabar Snapper,Animal Feed Products,0,7,27
Malabar Snapper,Coffee and Tea,0,7,27
Malabar Snapper,Eggs,0,7,17
Malabar Snapper,Food Ingredients,0,7,15
Malabar Snapper,"Other Beverages, Other Foods",0,7,11
Malabar Snapper,"Meat Products, Produce and Legumes",0,7,9
Malabar Snapper,"Dairy Products, Other Beverages",0,7,6
Malabar Snapper,"Dairy Products, Meat Products",0,7,4
Malabar Snapper,"Dairy Products, Other Foods",0,7,4
Malabar Snapper,"Oils and Fats, Spices and Extracts",0,7,4
Malabar Snapper,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
melamine,Dairy Products,3,7,235
melamine,Animal Feed Products,3,7,27
melamine,Fish and Seafood Products,1,7,502
melamine,Meat Products,0,7,322
melamine,"Grains and Grain Products, Produce and Legumes",0,7,255
melamine,Spices and Extracts,0,7,134
melamine,Other Foods,0,7,133
melamine,Oils and Fats,0,7,120
melamine,Alcoholic Beverages,0,7,115
melamine,Honey and Other Natural Sweeteners,0,7,86
melamine,Grains and Grain Products,0,7,61
melamine,Produce and Legumes,0,7,41
melamine,Other Beverages,0,7,31
melamine,Fruit Juices and Concentrates,0,7,29
melamine,Coffee and Tea,0,7,27
melamine,Eggs,0,7,17
melamine,Food Ingredients,0,7,15
melamine,"Other Beverages, Other Foods",0,7,11
melamine,"Meat Products, Produce and Legumes",0,7,9
melamine,"Dairy Products, Other Beverages",0,7,6
melamine,"Dairy Products, Meat Products",0,7,4
melamine,"Dairy Products, Other Foods",0,7,4
melamine,"Oils and Fats, Spices and Extracts",0,7,4
melamine,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
Pacific Ocean Perch,Fish and Seafood Products,7,7,502
Pacific Ocean Perch,Meat Products,0,7,322
Pacific Ocean Perch,"Grains and Grain Products, Produce and Legumes",0,7,255
Pacific Ocean Perch,Dairy Products,0,7,235
Pacific Ocean Perch,Spices and Extracts,0,7,134
Pacific Ocean Perch,Other Foods,0,7,133
Pacific Ocean Perch,Oils and Fats,0,7,120
Pacific Ocean Perch,Alcoholic Beverages,0,7,115
Pacific Ocean Perch,Honey and Other Natural Sweeteners,0,7,86
Pacific Ocean Perch,Grains and Grain Products,0,7,61
Pacific Ocean Perch,Produce and Legumes,0,7,41
Pacific Ocean Perch,Other Beverages,0,7,31
Pacific Ocean Perch,Fruit Juices and Concentrates,0,7,29
Pacific Ocean Perch,Animal Feed Products,0,7,27
Pacific Ocean Perch,Coffee and Tea,0,7,27
Pacific Ocean Perch,Eggs,0,7,17
Pacific Ocean Perch,Food Ingredients,0,7,15
Pacific Ocean Perch,"Other Beverages, Other Foods",0,7,11
Pacific Ocean Perch,"Meat Products, Produce and Legumes",0,7,9
Pacific Ocean Perch,"Dairy Products, Other Beverages",0,7,6
Pacific Ocean Perch,"Dairy Products, Meat Products",0,7,4
Pacific Ocean Perch,"Dairy Products, Other Foods",0,7,4
Pacific Ocean Perch,"Oils and Fats, Spices and Extracts",0,7,4
Pacific Ocean Perch,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
plum sclereids,Spices and Extracts,7,7,134
plum sclereids,Fish and Seafood Products,0,7,502
plum sclereids,Meat Products,0,7,322
plum sclereids,"Grains and Grain Products, Produce and Legumes",0,7,255
plum sclereids,Dairy Products,0,7,235
plum sclereids,Other Foods,0,7,133
plum sclereids,Oils and Fats,0,7,120
plum sclereids,Alcoholic Beverages,0,7,115
plum sclereids,Honey and Other Natural Sweeteners,0,7,86
plum sclereids,Grains and Grain Products,0,7,61
plum sclereids,Produce and Legumes,0,7,41
plum sclereids,Other Beverages,0,7,31
plum sclereids,Fruit Juices and Concentrates,0,7,29
plum sclereids,Animal Feed Products,0,7,27
plum sclereids,Coffee and Tea,0,7,27
plum sclereids,Eggs,0,7,17
plum sclereids,Food Ingredients,0,7,15
plum sclereids,"Other Beverages, Other Foods",0,7,11
plum sclereids,"Meat Products, Produce and Legumes",0,7,9
plum sclereids,"Dairy Products, Other Beverages",0,7,6
plum sclereids,"Dairy Products, Meat Products",0,7,4
plum sclereids,"Dairy Products, Other Foods",0,7,4
plum sclereids,"Oils and Fats, Spices and Extracts",0,7,4
plum sclereids,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
rockfish,Fish and Seafood Products,7,7,502
rockfish,Meat Products,0,7,322
rockfish,"Grains and Grain Products, Produce and Legumes",0,7,255
rockfish,Dairy Products,0,7,235
rockfish,Spices and Extracts,0,7,134
rockfish,Other Foods,0,7,133
rockfish,Oils and Fats,0,7,120
rockfish,Alcoholic Beverages,0,7,115
rockfish,Honey and Other Natural Sweeteners,0,7,86
rockfish,Grains and Grain Products,0,7,61
rockfish,Produce and Legumes,0,7,41
rockfish,Other Beverages,0,7,31
rockfish,Fruit Juices and Concentrates,0,7,29
rockfish,Animal Feed Products,0,7,27
rockfish,Coffee and Tea,0,7,27
rockfish,Eggs,0,7,17
rockfish,Food Ingredients,0,7,15
rockfish,"Other Beverages, Other Foods",0,7,11
rockfish,"Meat Products, Produce and Legumes",0,7,9
rockfish,"Dairy Products, Other Beverages",0,7,6
rockfish,"Dairy Products, Meat Products",0,7,4
rockfish,"Dairy Products, Other Foods",0,7,4
rockfish,"Oils and Fats, Spices and Extracts",0,7,4
rockfish,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
rocu dye,Spices and Extracts,7,7,134
rocu dye,Fish and Seafood Products,0,7,502
rocu dye,Meat Products,0,7,322
rocu dye,"Grains and Grain Products, Produce and Legumes",0,7,255
rocu dye,Dairy Products,0,7,235
rocu dye,Other Foods,0,7,133
rocu dye,Oils and Fats,0,7,120
rocu dye,Alcoholic Beverages,0,7,115
rocu dye,Honey and Other Natural Sweeteners,0,7,86
rocu dye,Grains and Grain Products,0,7,61
rocu dye,Produce and Legumes,0,7,41
rocu dye,Other Beverages,0,7,31
rocu dye,Fruit Juices and Concentrates,0,7,29
rocu dye,Animal Feed Products,0,7,27
rocu dye,Coffee and Tea,0,7,27
rocu dye,Eggs,0,7,17
rocu dye,Food Ingredients,0,7,15
rocu dye,"Other Beverages, Other Foods",0,7,11
rocu dye,"Meat Products, Produce and Legumes",0,7,9
rocu dye,"Dairy Products, Other Beverages",0,7,6
rocu dye,"Dairy Products, Meat Products",0,7,4
rocu dye,"Dairy Products, Other Foods",0,7,4
rocu dye,"Oils and Fats, Spices and Extracts",0,7,4
rocu dye,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
Rose Snapper,Fish and Seafood Products,7,7,502
Rose Snapper,Meat Products,0,7,322
Rose Snapper,"Grains and Grain Products, Produce and Legumes",0,7,255
Rose Snapper,Dairy Products,0,7,235
Rose Snapper,Spices and Extracts,0,7,134
Rose Snapper,Other Foods,0,7,133
Rose Snapper,Oils and Fats,0,7,120
Rose Snapper,Alcoholic Beverages,0,7,115
Rose Snapper,Honey and Other Natural Sweeteners,0,7,86
Rose Snapper,Grains and Grain Products,0,7,61
Rose Snapper,Produce and Legumes,0,7,41
Rose Snapper,Other Beverages,0,7,31
Rose Snapper,Fruit Juices and Concentrates,0,7,29
Rose Snapper,Animal Feed Products,0,7,27
Rose Snapper,Coffee and Tea,0,7,27
Rose Snapper,Eggs,0,7,17
Rose Snapper,Food Ingredients,0,7,15
Rose Snapper,"Other Beverages, Other Foods",0,7,11
Rose Snapper,"Meat Products, Produce and Legumes",0,7,9
Rose Snapper,"Dairy Products, Other Beverages",0,7,6
Rose Snapper,"Dairy Products, Meat Products",0,7,4
Rose Snapper,"Dairy Products, Other Foods",0,7,4
Rose Snapper,"Oils and Fats, Spices and Extracts",0,7,4
Rose Snapper,"Dairy Products, Fish and Seafood Products, Grains and Grain Products, Meat Products, Produce and Legumes",0,7,1
Smoked Whiting,Fish and Seafood Products,7,7,502
Smoked Whiting,Meat Products,0,7,322
Smoked Whiting,"Grains and Grain Products, Produce and Legumes",0,7,255
Smoked Whiting,Dairy Products,0,7,235
Smoked Whiting,Spices and Extracts,0,7,134
Smoked Whiting,Other Foods,0,7,133
Smoked Whiting,Oils and Fats,0,7,120
Smoked Whiting,Alcoholic Beverages,0,7,115
Smoked Whiting,Honey and Other Natural Sweeteners,0,7,86
