,classification,date_case,date_last_change,reference,country,type,category,subject
758,alert,10/09/2001,,2001.165,France,food,fats and oils,"polycyclic aromatic hydrocarbons (FLUORANTHÈNE : 8,6  BENZO(A)ANTHRACÈNE : 5,1  BENZO(B)FLUORANTHÈNE : 12,2  BENZO(K)FLUORANTHÈNE : 3,1  BENZO(A)PYRÈNE : 9,8  DIBENZO(A,H)ANTHRACÈNE : 0,96 BENZO(G,H,I)PERYLÈNE : 25,1  INDÉNO (1,2,3,C-D)PYRÈNE : 10,9 µg/kg - ppb) in Olive- residue oil"
759,alert,07/09/2001,,2001.161,Germany,food,fats and oils,"benzo(a)pyrene (4,0 +  5,0  +   5,0/  4,0 µg/kg - ppb) and polycyclic aromatic hydrocarbons (16,0 + 19,0 + 22,0/13,0 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
760,alert,05/09/2001,,2001.159,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (40 mg/kg - ppm) in Soy sauce"
761,alert,29/08/2001,,2001.156,Germany,food,fruits and vegetables,"polycyclic aromatic hydrocarbons (Fluorene: 0,04  Phenanthrene :0,5/0,6 Fluaranthene: 0,2  Benzo(B)fluoranthene: 0,01 Benzo(K)fluoranthene: 0,003 µg/kg - ppb) in Dates - Black - dried"
762,alert,29/08/2001,,2001.155,Germany,food,fats and oils,benzo(a)pyrene (8 µg/kg - ppb) and polycyclic aromatic hydrocarbons (34 (heavy PAHs) µg/kg - ppb) in Mussels in vegetable oil - canned
763,alert,29/08/2001,,2001.154,Germany,food,fats and oils,"benzo(a)pyrene (7,7 -   8 µg/kg - ppb) and polycyclic aromatic hydrocarbons (34,4 - 37,4 (heavy PAHs) µg/kg - ppb) in Octopus in vegetable oil - canned"
764,alert,29/08/2001,,2001.153,Germany,food,fats and oils,"benzo(a)pyrene (1,5 -   5,4 µg/kg - ppb) and polycyclic aromatic hydrocarbons (6,6 - 18,3 (heavy PAHs) µg/kg - ppb) in Condiment with refined olive-residue oil"
765,alert,29/08/2001,,2001.152,Germany,food,fats and oils,"benzo(a)pyrene (10,7 µg/kg - ppb) and polycyclic aromatic hydrocarbons (45,1 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
766,alert,29/08/2001,,2001.151,Germany,food,fats and oils,"benzo(a)pyrene (22,1 µg/kg - ppb) and polycyclic aromatic hydrocarbons (77,8 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
767,alert,29/08/2001,,2001.150,Germany,food,fats and oils,"benzo(a)pyrene (2,5 µg/kg - ppb) and polycyclic aromatic hydrocarbons (9,9 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
768,alert,29/08/2001,,2001.149,Germany,food,fats and oils,benzo(a)pyrene (29 -   34 -   49 µg/kg - ppb) and polycyclic aromatic hydrocarbons (115 - 150 - 207 (heavy PAHs) µg/kg - ppb) in Olive- residue oil
769,alert,28/08/2001,,2001.148,Norway,food,fats and oils,"benzo(a)pyrene (9,7 µg/kg - ppb) and polycyclic aromatic hydrocarbons (473,3 (total) 85,3 (heavy PAHs) µg/kg - ppb) in Olive Oil"
770,alert,28/08/2001,,2001.147,Norway,food,fats and oils,"benzo(a)pyrene (31 µg/kg - ppb) and polycyclic aromatic hydrocarbons (1303,2 (total PAHs) 298 (heavy PAHs) µg/kg - ppb) in Olive Oil"
771,alert,22/08/2001,,2001.142,Norway,food,fats and oils,"benzo(a)pyrene (26 µg/kg - ppb) and polycyclic aromatic hydrocarbons (2006,6 (total) 150,3 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
772,alert,22/08/2001,,2001.141,Norway,food,fats and oils,"benzo(a)pyrene (18 µg/kg - ppb) and polycyclic aromatic hydrocarbons (1884,6 (total) 141,4 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
773,alert,22/08/2001,,2001.140,Norway,food,fats and oils,"benzo(a)pyrene (8,2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (533 (total) 44,3 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
774,alert,22/08/2001,,2001.139,Norway,food,fats and oils,"benzo(a)pyrene (8,2 µg/kg - ppb) and polycyclic aromatic hydrocarbons (533  (total) 44,3 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
775,alert,14/08/2001,,2001.133,Norway,food,fats and oils,benzo(a)pyrene (11 µg/kg - ppb) and polycyclic aromatic hydrocarbons (585 ( total) 88  (heavy PAHs) µg/kg - ppb) in Olive- residue oil
776,alert,14/08/2001,,2001.132,Norway,food,fats and oils,benzo(a)pyrene (143 µg/kg - ppb) and polycyclic aromatic hydrocarbons (4736 (total) 726 (heavy PAHs) µg/kg - ppb) in Olive- residue oil
777,alert,14/08/2001,,2001.131,Norway,food,fats and oils,"benzo(a)pyrene (18 + 24 µg/kg - ppb) and polycyclic aromatic hydrocarbons (1031 + 785,4 (total) 105 + 93 (heavy PAHs) µg/kg - ppb) in Olive- residue oil"
778,alert,08/08/2001,,2001.128,Norway,food,fats and oils,"benzo(a)pyrene (0,100 mg/kg - ppm) and polycyclic aromatic hydrocarbons (2,11 mg/kg - ppm) in Olive- residue oil"
779,alert,08/08/2001,,2001.127,Germany,food,fats and oils,"benzo(a)pyrene (12,4 µg/kg - ppb) and polycyclic aromatic hydrocarbons (46,4 µg/kg - ppb) in Olive- residue oil"
780,alert,27/07/2001,,2001.120,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (1,065 mg/kg - ppm) in Soy sauce from China (Hong Kong)"
781,alert,18/07/2001,,2001.116,Netherlands,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (3 mg/kg - ppm) in Soy sauce"
782,alert,18/07/2001,,2001.115,Netherlands,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (3 mg/kg - ppm) in Soy sauce"
783,alert,18/07/2001,,2001.114,Netherlands,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (9,5 mg/kg - ppm) in Soy sauce"
784,alert,03/07/2001,,2001.101,Spain,food,fats and oils,polycyclic aromatic hydrocarbons in Olive- residue oil
785,alert,21/06/2001,,2001.091,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (6.44 + 1.43 + 12,6 + 20 + 0.055 + 2.28 + 14.2 + 17.1 + 26 + 13 mg/kg - ppm) in Soy sauce"
786,alert,21/06/2001,,2001.090,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (14,5 mg/kg - ppm) in Soy sauce"
787,alert,21/06/2001,,2001.089,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (4,53 mg/kg - ppm) in Soy sauce"
788,alert,21/06/2001,,2001.088,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) in Soy sauce"
789,alert,21/06/2001,,2001.087,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (0,201 + 1,95 + 0,266 + 10,2 + 0,615 mg/kg - ppm) in Soy sauce"
790,alert,21/06/2001,,2001.086,United Kingdom,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) (48,4 + 79,9 + 93,1 mg/kg - ppm) in Soy sauce"
791,information,16/02/2001,,2001.CA,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) in Soy sauce"
792,alert,11/08/2000,,2000.063,United Kingdom,food,"soups, broths, sauces and condiments",petroleum hydrocarbons in Curry paste
793,alert,07/08/2000,,2000.062,Denmark,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) in Soy sauce"
794,alert,28/04/2000,,2000.036,Netherlands,food,fats and oils,benzo(a)pyrene in Sunflower oil
795,information,25/10/1999,,1999.ID,Netherlands,food,fats and oils,diesel oil in Palm oil - crude
796,information,21/10/1999,,1999.HW,Austria,food,fruits and vegetables,benzo(a)pyrene in Prunes
797,alert,05/08/1999,,1999.66,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) in Soy sauce"
798,alert,23/07/1999,,1999.63,Germany,food,"soups, broths, sauces and condiments","3-monochlor-1,2-propanediol (3-MCPD) in Soy sauce"
799,alert,05/07/1999,,1999.55,Belgium,food,meat and meat products (other than poultry),polychlorobifenyls in Meat products from France
800,alert,28/05/1999,16/02/2010,1999.45,Belgium,food,poultry meat and poultry meat products,dioxins in chicken meat and eggs from Belgium
801,information,02/06/1998,,1998.AR,United Kingdom,food,non-alcoholic beverages,benzene in Fizzy drinks
802,alert,12/01/1993,,1993.02,United Kingdom,food,fish and fish products,oil-pollution in Fish
803,information,01/03/1990,,1990.A,Netherlands,food,milk and milk products,dioxins in Milk
804,alert,13/02/1990,,1990.02,United States,food,non-alcoholic beverages,benzene in Mineral waters
805,alert,03/09/1985,,1985.09,Denmark,food,cereals and bakery products,chlorophenol in Maizena
806,alert,28/04/1983,,1983.09,Germany,food,fruits and vegetables,oil-contaminated Cocoa beans
