,classification,date_case,date_last_change,reference,country,type,category,subject
169,information for attention,04/08/2014,12/02/2015,2014.1093,Spain,food,food additives and flavourings,arsenic (15.4 mg/kg - ppm) in additive trisodium citrate E 331 from China
170,information for attention,01/08/2014,09/12/2014,2014.1076,France,food,fish and fish products,mercury (1.390 mg/kg - ppm) in chilled tuna from Spain
171,alert,01/08/2014,21/11/2014,2014.1087,Italy,food,fish and fish products,mercury (1.2 mg/kg - ppm) in frozen vacuum packed blue shark (Prionace glauca) from Portugal
172,information for attention,01/08/2014,05/08/2014,2014.1074,Italy,food,fish and fish products,mercury (1.766 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from the Seychelles
173,information for attention,31/07/2014,10/10/2014,2014.1068,Belgium,food,food additives and flavourings,arsenic (1.63 - 4.37 mg/kg - ppm) in E 331 - trisodium citrate dihydrate from China
174,alert,31/07/2014,10/10/2014,2014.1066,Italy,food,gastropods,cadmium (2.5 mg/kg - ppm) in purple dye murex (Bolinus brandaris) from Italy
175,information for attention,31/07/2014,03/09/2014,2014.1067,Italy,food,fish and fish products,mercury (2.6 mg/kg - ppm) in swordfish (Xiphias gladius) from Spain
176,information for follow-up,31/07/2014,07/08/2014,2014.1070,Denmark,food,food additives and flavourings,"arsenic (16; 6 mg/kg - ppm) in E 331 - trisodium citrate from China, via Germany"
177,information for attention,31/07/2014,31/07/2014,2014.1059,Bulgaria,food,food additives and flavourings,arsenic (11 mg/kg - ppm) in E 331 - trisodium citrate from China
178,alert,30/07/2014,14/09/2015,2014.1054,Italy,food,fish and fish products,"mercury (1.5 mg/kg - ppm) in chilled vacuum packed swordfish from Spain, via France"
179,information for attention,30/07/2014,29/10/2014,2014.1055,Spain,food,food additives and flavourings,arsenic (6.4 mg/kg - ppm) in E 331 -  trisodium citrate from China
180,alert,30/07/2014,27/08/2014,2014.1050,Netherlands,food,"dietetic foods, food supplements, fortified foods",lead (10.3 mg/kg - ppm) in food supplement from the Netherlands
181,information for follow-up,30/07/2014,15/08/2014,2014.1056,Netherlands,food,food additives and flavourings,"mercury (0.22 mg/kg - ppm) in L-tryptophan from China, via Belgium"
182,alert,29/07/2014,22/06/2015,2014.1039,Spain,food,food additives and flavourings,arsenic (2.5 mg/kg - ppm) in E 331 - trisodium citrate from China
183,information for attention,29/07/2014,14/01/2015,2014.1044,Spain,food,food additives and flavourings,arsenic (3.8; 4.5; 3.4 mg/kg - ppm) in additive trisodium citrate from China
184,alert,25/07/2014,25/08/2014,2014.1030,Germany,food,"dietetic foods, food supplements, fortified foods",lead (92.8 mg/kg - ppm) in Moringa oleifera food supplement from Germany
185,border rejection,25/07/2014,25/07/2014,2014.BFJ,France,food,bivalve molluscs and products thereof,cadmium (1.933 mg/kg - ppm) in frozen cooked mussels from Chile
186,information for attention,24/07/2014,12/01/2015,2014.1018,Italy,food,fish and fish products,mercury (1.8 mg/kg - ppm) in vacuum packed chilled swordfish loins from France
187,border rejection,24/07/2014,25/07/2014,2014.BFF,France,food,bivalve molluscs and products thereof,cadmium (2.517 mg/kg - ppm) in frozen cooked mussels from Chile
188,alert,18/07/2014,11/08/2014,2014.0998,Belgium,food,food additives and flavourings,arsenic (3.13 mg/kg - ppm) in food additive trisodium citrate from China
189,information for follow-up,18/07/2014,07/08/2014,2014.0989,Bulgaria,food,fruits and vegetables,"cadmium (0.270 mg/kg - ppm) in frozen spinach from Bulgaria, with raw material from Belgium"
190,information for attention,17/07/2014,23/07/2014,2014.0983,Cyprus,food,fish and fish products,mercury (0.70 mg/kg - ppm) in chilled porgy (Pagrus pagrus) from Egypt
191,information for attention,16/07/2014,28/11/2014,2014.0974,France,food,fish and fish products,mercury (0.57 mg/kg - ppm) in chilled scorpion fish (Scorpaena scrofa) from Tunisia
192,information for follow-up,11/07/2014,28/09/2015,2014.0955,Belgium,food,food additives and flavourings,"arsenic (5.5 mg/kg - ppm) in E 331 - trisodium citrate from China, via the Netherlands"
193,alert,11/07/2014,03/10/2014,2014.0960,Italy,food,fish and fish products,mercury (1.2 mg/kg - ppm) in frozen swordfish steaks from Spain
194,information for follow-up,10/07/2014,10/10/2014,2014.0946,Italy,food,food additives and flavourings,arsenic (4.826 mg/kg - ppm) in E 331 - trisodium citrate from China
195,information for attention,02/07/2014,24/11/2014,2014.0903,France,food,fish and fish products,mercury (1.4 µg/kg - ppb) in frozen swordfish from Vietnam
196,information for attention,01/07/2014,17/07/2014,2014.0896,Netherlands,food,fish and fish products,mercury (1.75 mg/kg - ppm) in chilled swordfish from Sri Lanka
197,alert,01/07/2014,03/07/2014,2014.0897,Netherlands,food,fish and fish products,mercury (1.94 mg/kg - ppm) in frozen swordfish from Vietnam
198,alert,27/06/2014,30/07/2014,2014.0884,France,food,fish and fish products,mercury (1.218 mg/kg - ppm) in chilled swordfish (Xiphias gladius) from Chile
199,border rejection,25/06/2014,03/07/2014,2014.BBJ,France,food,fish and fish products,mercury (1.679 mg/kg - ppm) in chilled tuna (Thunnus albacares) from Ecuador
200,border rejection,25/06/2014,03/07/2014,2014.BBI,France,food,fish and fish products,mercury (1.188 mg/kg - ppm) in chilled tuna (Thunnus albacares) from Ecuador
201,information for attention,25/06/2014,02/07/2014,2014.0875,Austria,food,meat and meat products (other than poultry),"lead (0.7; 2.3; 3,6; 24 mg/kg - ppm) in chilled roe venison salami from Italy, via Austria"
202,information for attention,25/06/2014,02/07/2014,2014.0872,Cyprus,food,fish and fish products,mercury (0.95 mg/kg - ppm) in chilled fish from Egypt
203,information for attention,24/06/2014,01/10/2014,2014.0867,Italy,food,fish and fish products,mercury (1.66 mg/kg - ppm) in chilled swordfish from Greece
204,alert,19/06/2014,21/09/2015,2014.0841,Slovakia,food,fruits and vegetables,lead (0.590 mg/kg - ppm) in green lentils from the Czech Republic
205,information for attention,12/06/2014,30/07/2014,2014.0802,Ireland,food,fish and fish products,"mercury (1.4 mg/kg - ppm) in chilled swordfish fillets (Xiphias gladius) from India, via the United Kingdom"
206,alert,12/06/2014,25/07/2014,2014.0805,Poland,food,fruits and vegetables,arsenic (110 mg/kg - ppm) in dried mushrooms (Xerocomus Badius) ​​ from Lithuania
207,border rejection,06/06/2014,17/06/2014,2014.AXP,Cyprus,food,fish and fish products,mercury (0.77 mg/kg - ppm) in chilled sea bream (Dentex dentex) from Egypt
208,information for attention,04/06/2014,07/07/2014,2014.0774,France,food,bivalve molluscs and products thereof,cadmium (2.990 mg/kg - ppm) in frozen whole squids (Illex spp.) from Argentina
209,information for attention,04/06/2014,10/06/2014,2014.0772,Netherlands,food,fruits and vegetables,"mercury (0.64 mg/kg - ppm) in mushrooms from Bulgaria, via Belgium"
210,alert,03/06/2014,05/06/2014,2014.0767,Sweden,food,"dietetic foods, food supplements, fortified foods",mercury (0.20 mg/kg - ppm) in food supplement from the Netherlands
211,alert,03/06/2014,05/06/2014,2014.0765,Sweden,food,"dietetic foods, food supplements, fortified foods",mercury (0.20 mg/kg - ppm) in food supplement from the Netherlands
212,information for attention,02/06/2014,14/07/2014,2014.0758,France,food,fish and fish products,mercury (1.086 mg/kg - ppm) in chilled grouper (Epinephelus malabaricus) from Madagascar
213,information for attention,02/06/2014,17/06/2014,2014.0759,France,food,fish and fish products,mercury (1.555 mg/kg - ppm) in chilled tuna fillets (Thunnus albacares) from Ecuador
214,alert,30/05/2014,19/09/2014,2014.0755,Italy,food,fish and fish products,mercury (1.5 mg/kg - ppm) in frozen slices of blue shark (Prionace glauca) from Spain
215,alert,29/05/2014,20/06/2014,2014.0750,Italy,food,fish and fish products,"mercury (1.86 mg/kg - ppm) in frozen slices of blue shark (Prionace glauca) from Portugal, with raw material from Spain"
216,alert,28/05/2014,10/03/2015,2014.0739,Poland,food,fish and fish products,"mercury (1.2282 mg/kg - ppm) in frozen blue shark (Prionace glauca) from Portugal, with raw material from Spain"
217,information for attention,28/05/2014,14/01/2015,2014.AVY,Cyprus,food,fish and fish products,mercury (0.78 mg/kg - ppm) in chilled sea bream (Dentex dentex) from Egypt
218,alert,28/05/2014,17/06/2014,2014.0744,Italy,food,fish and fish products,"mercury (2.1 mg/kg - ppm) in frozen slices of blue shark (Prionace glauca) from Portugal, with raw material from Spain"
219,border rejection,28/05/2014,29/05/2014,2014.AWB,France,food,bivalve molluscs and products thereof,cadmium (1.357 mg/kg - ppm) in frozen whole cooked mussels (Mytilus chilensis) from Chile
220,border rejection,27/05/2014,03/02/2015,2014.AVR,Lithuania,food,fish and fish products,cadmium (0.095 mg/kg - ppm) in frozen Pacific saury (Cololabis saira) from Taiwan
221,alert,22/05/2014,20/06/2014,2014.0715,Italy,food,fish and fish products,mercury (2.63 mg/kg - ppm) in chilled tuna loins (Thunnus albacares) from Spain
222,alert,21/05/2014,09/10/2014,2014.0705,Netherlands,food,fish and fish products,arsenic (2.828 mg/kg - ppm) and mercury (1.327 mg/kg - ppm) in frozen shark steak (Carcharinus spp) from Suriname
223,alert,21/05/2014,10/06/2014,2014.0707,Netherlands,food,fish and fish products,mercury (1.745 mg/kg - ppm) in frozen swordfish steaks from Vietnam
224,alert,19/05/2014,24/09/2014,2014.0689,Italy,food,fish and fish products,mercury (1.3 mg/kg - ppm) in frozen slices of blue shark (Prionace Glauca) from Spain
225,alert,16/05/2014,15/07/2014,2014.0677,Spain,food,fish and fish products,mercury (1.422 mg/kg - ppm) in frozen swordfish from Portugal
226,alert,16/05/2014,11/07/2014,2014.0675,Italy,food,fish and fish products,mercury (2.0 mg/kg - ppm) in frozen sliced swordfish (Xiphias Gladius) from Spain
227,information for attention,14/05/2014,22/07/2014,2014.0662,Italy,food,fish and fish products,mercury (1.73 mg/kg - ppm) in chilled vacuum packed swordfish (Xiphias gladius) from Spain
228,information for attention,14/05/2014,22/05/2014,2014.0661,Germany,food,fish and fish products,mercury (1.17 mg/kg - ppm) in frozen blue shark fillets (Prionacea glauca) from Namibia
229,alert,13/05/2014,16/10/2014,2014.0659,Italy,food,fish and fish products,"mercury (2.258 mg/kg - ppm) in frozen swordfish fillets (Xiphias gladius) from South Korea, via Spain and via Portugal"
230,alert,12/05/2014,14/08/2014,2014.0649,Italy,food,gastropods,cadmium (2.75 mg/kg - ppm) in murex sea snails from Italy
231,information for attention,12/05/2014,06/08/2014,2014.0650,Italy,food,fish and fish products,"mercury (1.4 mg/kg - ppm) in chilled tuna loaves (Thunnus albacares) from India, via Spain"
232,alert,08/05/2014,09/07/2014,2014.0631,Italy,food,fish and fish products,"mercury (2.03 mg/kg - ppm) in frozen shortfin mako shark (Isurus oxyrinchus) from Portugal, with raw material from Spain"
233,alert,08/05/2014,17/06/2014,2014.0629,Italy,food,fish and fish products,"mercury (1.89 mg/kg - ppm) in frozen blue shark slices from Portugal, with raw material from Spain"
234,alert,08/05/2014,10/06/2014,2014.0633,Italy,food,fish and fish products,mercury (2.6 mg/kg - ppm) in frozen mako shark fillets (Isurus oxyrinchus) from Spain
235,alert,07/05/2014,17/07/2014,2014.0625,Belgium,food,fish and fish products,"mercury (1.52 mg/kg - ppm) in frozen skinless and boneless swordfish loins (Xiphias gladius) from Indonesia, packaged in Belgium"
236,border rejection,06/05/2014,16/07/2014,2014.ASQ,Spain,food,bivalve molluscs and products thereof,cadmium (1.3 mg/kg - ppm) in frozen mussels (Mytilus chilensis) from Chile
237,border rejection,06/05/2014,05/06/2014,2014.ASN,Italy,food,fish and fish products,mercury (0.662 mg/kg - ppm) in frozen snapper (Pagrus auratus) from New Zealand
238,alert,05/05/2014,07/11/2014,2014.0609,Italy,food,fish and fish products,"mercury (2.7 mg/kg - ppm) in frozen blue shark (Prionace glauca) from Portugal, with raw material from Spain"
239,information for attention,05/05/2014,15/05/2014,2014.0615,Belgium,food,fruits and vegetables,cadmium (0.31: 0.30 mg/kg - ppm) in fresh spinach from Belgium
240,information for attention,28/04/2014,11/06/2014,2014.0568,Ireland,food,fish and fish products,"mercury (1.63 mg/kg - ppm) in chilled swordfish fillets (Xiphias gladius) from India, via the United Kingdom"
241,alert,25/04/2014,11/06/2014,2014.0559,Italy,food,fish and fish products,mercury (1.907 mg/kg - ppm) in frozen swordfish from Spain
242,alert,18/04/2014,18/09/2014,2014.0541,Slovenia,food,fish and fish products,"mercury (1.7 mg/kg - ppm) in frozen blue shark cutlets (Prionace glauca) from Portugal, with raw material from Spain"
243,alert,15/04/2014,10/06/2014,2014.0511,Portugal,food,crustaceans and products thereof,cadmium (0.89 mg/kg - ppm) in frozen cooked crab (Cancer pagurus) from the United Kingdom
244,border rejection,11/04/2014,20/08/2015,2014.AQH,Portugal,food,"dietetic foods, food supplements, fortified foods","unauthorised substances tin, cobalt, germanium, vanadium and strontium in food supplement from the United States"
245,alert,10/04/2014,15/05/2014,2014.0500,Italy,food,fish and fish products,mercury (1.28 mg/kg - ppm) in chilled swordfish fillets (Xiphias gladius) from Spain
246,border rejection,09/04/2014,22/10/2014,2014.APS,Spain,food,cephalopods and products thereof,cadmium (1.4 mg/kg - ppm) in frozen Pacific flying squid (Todarodes pacificus) from China
247,information for attention,09/04/2014,19/06/2014,2014.0485,France,food,fish and fish products,mercury (1.765 mg/kg - ppm) in frozen blue shark (Prionace glauca) from Indonesia
248,alert,08/04/2014,03/07/2014,2014.0479,Italy,food,fish and fish products,mercury (1.33 mg/kg - ppm) in frozen dogfish (Mustelus mustelus) from Spain
249,alert,04/04/2014,02/09/2014,2014.0455,France,food,fish and fish products,mercury (1.5 mg/kg - ppm) in frozen swordfish (Xiphias gladius) from Senegal
250,alert,04/04/2014,23/04/2014,2014.0457,Italy,food,fish and fish products,"mercury (1.52 mg/kg - ppm) in frozen unskinned blue shark (Prionace glauca) from Spain, with raw material from Namibia"
251,alert,02/04/2014,02/12/2014,2014.0439,Italy,food,fish and fish products,mercury (0.8 mg/kg - ppm) in frozen red snappers (Lutjanus spp.) from Indonesia
252,alert,28/03/2014,06/01/2015,2014.0423,Italy,food,fish and fish products,mercury (1.34 mg/kg - ppm) in frozen swordfish fillets from Spain
253,alert,28/03/2014,10/06/2014,2014.0425,Italy,food,fish and fish products,mercury (1.38 mg/kg - ppm) in frozen slices of skinned mako (Isurus oxyrhincus) from Spain
254,information for follow-up,25/03/2014,18/07/2014,2014.0401,Slovenia,food,food additives and flavourings,"arsenic (18 mg/kg - ppm) and lead (2.9 mg/kg - ppm) in E 153 - vegetable carbon from Italy, packaged in Slovenia"
255,alert,25/03/2014,02/05/2014,2014.0395,Italy,food,fish and fish products,"mercury (2.5 mg/kg - ppm) in frozen mako (Isurus Oxyrinchus) from Portugal, processed in Spain"
256,information for follow-up,25/03/2014,23/04/2014,2014.0399,Germany,food,food additives and flavourings,"arsenic (19.8; 27 mg/kg - ppm) in E 153 - vegetable carbon from Slovenia, via the United Kingdom"
257,information for follow-up,24/03/2014,25/03/2014,2014.0392,Belgium,food,food additives and flavourings,arsenic (17; 20 mg/kg - ppm) and lead (4.1; 4.2 mg/kg - ppm) in food additive E 153 - vegetable carbon from the United Kingdom
258,border rejection,21/03/2014,22/10/2014,2014.AMY,Germany,food,cephalopods and products thereof,cadmium (1.75; 1.61 mg/kg - ppm) in frozen small squid (Illex Spp) from China
259,alert,21/03/2014,30/07/2014,2014.0380,Italy,food,fish and fish products,mercury (5.1 mg/kg - ppm) in frozen mako shark (Isurus oxyrhincus) processed in Spain
260,border rejection,17/03/2014,05/06/2014,2014.AML,Italy,food,fish and fish products,mercury (0.9 mg/kg - ppm) in frozen snapper (Pagrus auratus) from New Zealand
261,border rejection,14/03/2014,30/04/2014,2014.AMB,Italy,food,cephalopods and products thereof,cadmium (1.5 mg/kg - ppm) in frozen octopus (Octopus membranaceus) from India
262,information for attention,12/03/2014,24/03/2014,2014.0334,Italy,food,cephalopods and products thereof,cadmium (3.3 mg/kg - ppm) in frozen squids (Loligo gabi) from Spain
